"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","842","Главная страница содержит заголовок 2","","Fri Dec 12 05:00:48 UTC 2025","passed","Fri Dec 12 05:00:49 UTC 2025","Тест класс","example.spec.ts","",""
"","1452","Главная страница содержит заголовок 2","","Fri Dec 12 05:01:55 UTC 2025","passed","Fri Dec 12 05:01:56 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6720","Главная страница содержит заголовок","","Fri Dec 12 04:58:03 UTC 2025","failed","Fri Dec 12 04:58:10 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1486","Главная страница содержит заголовок 2","","Fri Dec 12 04:57:29 UTC 2025","passed","Fri Dec 12 04:57:31 UTC 2025","Тест класс","example.spec.ts","",""
"","1332","Главная страница содержит заголовок 2","","Fri Dec 12 05:12:26 UTC 2025","passed","Fri Dec 12 05:12:27 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","937","Главная страница содержит заголовок 2","","Fri Dec 12 05:02:25 UTC 2025","passed","Fri Dec 12 05:02:26 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6971","Главная страница содержит заголовок","","Fri Dec 12 05:13:56 UTC 2025","failed","Fri Dec 12 05:14:03 UTC 2025","Тест класс","example.spec.ts","",""
"","970","Главная страница содержит заголовок 2","","Fri Dec 12 05:12:02 UTC 2025","passed","Fri Dec 12 05:12:03 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","876","Главная страница содержит заголовок 2","","Fri Dec 12 05:12:32 UTC 2025","passed","Fri Dec 12 05:12:32 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1154","Главная страница содержит заголовок 2","","Fri Dec 12 05:02:51 UTC 2025","passed","Fri Dec 12 05:02:52 UTC 2025","Тест класс","example.spec.ts","",""
"","1106","Главная страница содержит заголовок 2","","Fri Dec 12 05:07:06 UTC 2025","passed","Fri Dec 12 05:07:07 UTC 2025","Тест класс","example.spec.ts","",""
"","7666","Главная страница содержит заголовок","","Fri Dec 12 05:08:58 UTC 2025","failed","Fri Dec 12 05:09:05 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6618","Главная страница содержит заголовок","","Fri Dec 12 05:11:48 UTC 2025","failed","Fri Dec 12 05:11:55 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1208","Главная страница содержит заголовок 2","","Fri Dec 12 05:10:44 UTC 2025","passed","Fri Dec 12 05:10:45 UTC 2025","Тест класс","example.spec.ts","",""
"","792","Главная страница содержит заголовок 2","","Fri Dec 12 05:01:44 UTC 2025","passed","Fri Dec 12 05:01:45 UTC 2025","Тест класс","example.spec.ts","",""
"","1477","Главная страница содержит заголовок 2","","Fri Dec 12 05:11:44 UTC 2025","passed","Fri Dec 12 05:11:46 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","831","Главная страница содержит заголовок 2","","Fri Dec 12 05:12:58 UTC 2025","passed","Fri Dec 12 05:12:58 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6544","Главная страница содержит заголовок","","Fri Dec 12 05:02:32 UTC 2025","failed","Fri Dec 12 05:02:39 UTC 2025","Тест класс","example.spec.ts","",""
"","6673","Главная страница содержит заголовок","","Fri Dec 12 05:04:47 UTC 2025","failed","Fri Dec 12 05:04:53 UTC 2025","Тест класс","example.spec.ts","",""
"","6505","Главная страница содержит заголовок","","Fri Dec 12 05:08:01 UTC 2025","failed","Fri Dec 12 05:08:08 UTC 2025","Тест класс","example.spec.ts","",""
"","6875","Главная страница содержит заголовок","","Fri Dec 12 05:10:14 UTC 2025","failed","Fri Dec 12 05:10:21 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","880","Главная страница содержит заголовок 2","","Fri Dec 12 05:04:35 UTC 2025","passed","Fri Dec 12 05:04:36 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6738","Главная страница содержит заголовок","","Fri Dec 12 05:11:20 UTC 2025","failed","Fri Dec 12 05:11:26 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","8322","Главная страница содержит заголовок","","Fri Dec 12 04:56:53 UTC 2025","failed","Fri Dec 12 04:57:01 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6610","Главная страница содержит заголовок","","Fri Dec 12 05:00:34 UTC 2025","failed","Fri Dec 12 05:00:41 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6632","Главная страница содержит заголовок","","Fri Dec 12 05:15:26 UTC 2025","failed","Fri Dec 12 05:15:33 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1032","Главная страница содержит заголовок 2","","Fri Dec 12 05:04:55 UTC 2025","passed","Fri Dec 12 05:04:56 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1563","Главная страница содержит заголовок 2","","Fri Dec 12 04:58:26 UTC 2025","passed","Fri Dec 12 04:58:28 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6817","Главная страница содержит заголовок","","Fri Dec 12 05:06:14 UTC 2025","failed","Fri Dec 12 05:06:21 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","949","Главная страница содержит заголовок 2","","Fri Dec 12 05:15:51 UTC 2025","passed","Fri Dec 12 05:15:52 UTC 2025","Тест класс","example.spec.ts","",""
"","6661","Главная страница содержит заголовок","","Fri Dec 12 05:06:52 UTC 2025","failed","Fri Dec 12 05:06:58 UTC 2025","Тест класс","example.spec.ts","",""
"","6766","Главная страница содержит заголовок","","Fri Dec 12 05:03:24 UTC 2025","failed","Fri Dec 12 05:03:31 UTC 2025","Тест класс","example.spec.ts","",""
"","1172","Главная страница содержит заголовок 2","","Fri Dec 12 05:13:48 UTC 2025","passed","Fri Dec 12 05:13:49 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","629","Главная страница содержит заголовок 2","","Fri Dec 12 05:16:43 UTC 2025","passed","Fri Dec 12 05:16:44 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7433","Главная страница содержит заголовок","","Fri Dec 12 05:13:22 UTC 2025","failed","Fri Dec 12 05:13:30 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7206","Главная страница содержит заголовок","","Fri Dec 12 05:07:36 UTC 2025","failed","Fri Dec 12 05:07:43 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1117","Главная страница содержит заголовок 2","","Fri Dec 12 05:08:35 UTC 2025","passed","Fri Dec 12 05:08:36 UTC 2025","Тест класс","example.spec.ts","",""
"","6639","Главная страница содержит заголовок","","Fri Dec 12 05:12:09 UTC 2025","failed","Fri Dec 12 05:12:16 UTC 2025","Тест класс","example.spec.ts","",""
"","7077","Главная страница содержит заголовок","","Fri Dec 12 05:08:42 UTC 2025","failed","Fri Dec 12 05:08:49 UTC 2025","Тест класс","example.spec.ts","",""
"","6796","Главная страница содержит заголовок","","Fri Dec 12 05:01:33 UTC 2025","failed","Fri Dec 12 05:01:40 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6675","Главная страница содержит заголовок","","Fri Dec 12 05:11:15 UTC 2025","failed","Fri Dec 12 05:11:22 UTC 2025","Тест класс","example.spec.ts","",""
"","940","Главная страница содержит заголовок 2","","Fri Dec 12 05:04:06 UTC 2025","passed","Fri Dec 12 05:04:07 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","8415","Главная страница содержит заголовок","","Fri Dec 12 04:56:53 UTC 2025","failed","Fri Dec 12 04:57:01 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1172","Главная страница содержит заголовок 2","","Fri Dec 12 05:08:51 UTC 2025","passed","Fri Dec 12 05:08:52 UTC 2025","Тест класс","example.spec.ts","",""
"","7066","Главная страница содержит заголовок","","Fri Dec 12 05:11:26 UTC 2025","failed","Fri Dec 12 05:11:33 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","2528","Главная страница содержит заголовок 2","","Fri Dec 12 04:57:05 UTC 2025","passed","Fri Dec 12 04:57:08 UTC 2025","Тест класс","example.spec.ts","",""
"","796","Главная страница содержит заголовок 2","","Fri Dec 12 05:11:50 UTC 2025","passed","Fri Dec 12 05:11:51 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","2142","Главная страница содержит заголовок 2","","Fri Dec 12 04:57:04 UTC 2025","passed","Fri Dec 12 04:57:06 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7093","Главная страница содержит заголовок","","Fri Dec 12 05:01:19 UTC 2025","failed","Fri Dec 12 05:01:27 UTC 2025","Тест класс","example.spec.ts","",""
"","1691","Главная страница содержит заголовок 2","","Fri Dec 12 04:58:01 UTC 2025","passed","Fri Dec 12 04:58:03 UTC 2025","Тест класс","example.spec.ts","",""
"","1171","Главная страница содержит заголовок 2","","Fri Dec 12 05:15:58 UTC 2025","passed","Fri Dec 12 05:15:59 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7732","Главная страница содержит заголовок","","Fri Dec 12 04:57:59 UTC 2025","failed","Fri Dec 12 04:58:06 UTC 2025","Тест класс","example.spec.ts","",""
"","6816","Главная страница содержит заголовок","","Fri Dec 12 04:59:03 UTC 2025","failed","Fri Dec 12 04:59:10 UTC 2025","Тест класс","example.spec.ts","",""
"","6807","Главная страница содержит заголовок","","Fri Dec 12 05:15:08 UTC 2025","failed","Fri Dec 12 05:15:15 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6673","Главная страница содержит заголовок","","Fri Dec 12 04:59:44 UTC 2025","failed","Fri Dec 12 04:59:50 UTC 2025","Тест класс","example.spec.ts","",""
"","925","Главная страница содержит заголовок 2","","Fri Dec 12 05:15:27 UTC 2025","passed","Fri Dec 12 05:15:28 UTC 2025","Тест класс","example.spec.ts","",""
"","1941","Главная страница содержит заголовок 2","","Fri Dec 12 05:09:18 UTC 2025","passed","Fri Dec 12 05:09:20 UTC 2025","Тест класс","example.spec.ts","",""
"","6780","Главная страница содержит заголовок","","Fri Dec 12 05:14:30 UTC 2025","failed","Fri Dec 12 05:14:37 UTC 2025","Тест класс","example.spec.ts","",""
"","1392","Главная страница содержит заголовок 2","","Fri Dec 12 05:03:27 UTC 2025","passed","Fri Dec 12 05:03:29 UTC 2025","Тест класс","example.spec.ts","",""
"","1295","Главная страница содержит заголовок 2","","Fri Dec 12 05:08:46 UTC 2025","passed","Fri Dec 12 05:08:47 UTC 2025","Тест класс","example.spec.ts","",""
"","1093","Главная страница содержит заголовок 2","","Fri Dec 12 05:15:17 UTC 2025","passed","Fri Dec 12 05:15:18 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1388","Главная страница содержит заголовок 2","","Fri Dec 12 04:59:41 UTC 2025","passed","Fri Dec 12 04:59:42 UTC 2025","Тест класс","example.spec.ts","",""
"","6883","Главная страница содержит заголовок","","Fri Dec 12 05:01:50 UTC 2025","failed","Fri Dec 12 05:01:57 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6873","Главная страница содержит заголовок","","Fri Dec 12 05:16:16 UTC 2025","failed","Fri Dec 12 05:16:22 UTC 2025","Тест класс","example.spec.ts","",""
"","1037","Главная страница содержит заголовок 2","","Fri Dec 12 04:59:32 UTC 2025","passed","Fri Dec 12 04:59:33 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","899","Главная страница содержит заголовок 2","","Fri Dec 12 05:08:37 UTC 2025","passed","Fri Dec 12 05:08:38 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6890","Главная страница содержит заголовок","","Fri Dec 12 05:04:42 UTC 2025","failed","Fri Dec 12 05:04:49 UTC 2025","Тест класс","example.spec.ts","",""
"","6980","Главная страница содержит заголовок","","Fri Dec 12 05:11:39 UTC 2025","failed","Fri Dec 12 05:11:46 UTC 2025","Тест класс","example.spec.ts","",""
"","1016","Главная страница содержит заголовок 2","","Fri Dec 12 05:15:37 UTC 2025","passed","Fri Dec 12 05:15:38 UTC 2025","Тест класс","example.spec.ts","",""
"","6619","Главная страница содержит заголовок","","Fri Dec 12 04:59:33 UTC 2025","failed","Fri Dec 12 04:59:39 UTC 2025","Тест класс","example.spec.ts","",""
"","843","Главная страница содержит заголовок 2","","Fri Dec 12 05:13:26 UTC 2025","passed","Fri Dec 12 05:13:26 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7232","Главная страница содержит заголовок","","Fri Dec 12 05:10:04 UTC 2025","failed","Fri Dec 12 05:10:11 UTC 2025","Тест класс","example.spec.ts","",""
"","799","Главная страница содержит заголовок 2","","Fri Dec 12 05:06:53 UTC 2025","passed","Fri Dec 12 05:06:54 UTC 2025","Тест класс","example.spec.ts","",""
"","1552","Главная страница содержит заголовок 2","","Fri Dec 12 05:09:13 UTC 2025","passed","Fri Dec 12 05:09:14 UTC 2025","Тест класс","example.spec.ts","",""
"","2075","Главная страница содержит заголовок 2","","Fri Dec 12 04:57:06 UTC 2025","passed","Fri Dec 12 04:57:08 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","920","Главная страница содержит заголовок 2","","Fri Dec 12 05:05:25 UTC 2025","passed","Fri Dec 12 05:05:26 UTC 2025","Тест класс","example.spec.ts","",""
"","6880","Главная страница содержит заголовок","","Fri Dec 12 05:12:43 UTC 2025","failed","Fri Dec 12 05:12:50 UTC 2025","Тест класс","example.spec.ts","",""
"","7187","Главная страница содержит заголовок","","Fri Dec 12 05:09:18 UTC 2025","failed","Fri Dec 12 05:09:26 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6347","Главная страница содержит заголовок","","Fri Dec 12 05:12:51 UTC 2025","failed","Fri Dec 12 05:12:57 UTC 2025","Тест класс","example.spec.ts","",""
"","7033","Главная страница содержит заголовок","","Fri Dec 12 05:13:09 UTC 2025","failed","Fri Dec 12 05:13:16 UTC 2025","Тест класс","example.spec.ts","",""
"","6700","Главная страница содержит заголовок","","Fri Dec 12 05:01:12 UTC 2025","failed","Fri Dec 12 05:01:19 UTC 2025","Тест класс","example.spec.ts","",""
"","1079","Главная страница содержит заголовок 2","","Fri Dec 12 05:06:10 UTC 2025","passed","Fri Dec 12 05:06:11 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1370","Главная страница содержит заголовок 2","","Fri Dec 12 04:58:42 UTC 2025","passed","Fri Dec 12 04:58:43 UTC 2025","Тест класс","example.spec.ts","",""
"","6816","Главная страница содержит заголовок","","Fri Dec 12 05:07:47 UTC 2025","failed","Fri Dec 12 05:07:54 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1118","Главная страница содержит заголовок 2","","Fri Dec 12 05:14:02 UTC 2025","passed","Fri Dec 12 05:14:03 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1250","Главная страница содержит заголовок 2","","Fri Dec 12 05:05:58 UTC 2025","passed","Fri Dec 12 05:05:59 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6621","Главная страница содержит заголовок","","Fri Dec 12 05:00:23 UTC 2025","failed","Fri Dec 12 05:00:30 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6560","Главная страница содержит заголовок","","Fri Dec 12 05:13:32 UTC 2025","failed","Fri Dec 12 05:13:39 UTC 2025","Тест класс","example.spec.ts","",""
"","6943","Главная страница содержит заголовок","","Fri Dec 12 05:13:30 UTC 2025","failed","Fri Dec 12 05:13:37 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6621","Главная страница содержит заголовок","","Fri Dec 12 05:05:28 UTC 2025","failed","Fri Dec 12 05:05:34 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6779","Главная страница содержит заголовок","","Fri Dec 12 05:15:47 UTC 2025","failed","Fri Dec 12 05:15:54 UTC 2025","Тест класс","example.spec.ts","",""
"","2027","Главная страница содержит заголовок 2","","Fri Dec 12 04:57:06 UTC 2025","passed","Fri Dec 12 04:57:08 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1181","Главная страница содержит заголовок 2","","Fri Dec 12 05:09:30 UTC 2025","passed","Fri Dec 12 05:09:31 UTC 2025","Тест класс","example.spec.ts","",""
"","6771","Главная страница содержит заголовок","","Fri Dec 12 05:05:28 UTC 2025","failed","Fri Dec 12 05:05:35 UTC 2025","Тест класс","example.spec.ts","",""
"","758","Главная страница содержит заголовок 2","","Fri Dec 12 05:16:28 UTC 2025","passed","Fri Dec 12 05:16:29 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","688","Главная страница содержит заголовок 2","","Fri Dec 12 05:05:50 UTC 2025","passed","Fri Dec 12 05:05:50 UTC 2025","Тест класс","example.spec.ts","",""
"","1210","Главная страница содержит заголовок 2","","Fri Dec 12 05:12:22 UTC 2025","passed","Fri Dec 12 05:12:24 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6969","Главная страница содержит заголовок","","Fri Dec 12 05:01:23 UTC 2025","failed","Fri Dec 12 05:01:30 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","789","Главная страница содержит заголовок 2","","Fri Dec 12 05:07:29 UTC 2025","passed","Fri Dec 12 05:07:30 UTC 2025","Тест класс","example.spec.ts","",""
"","7016","Главная страница содержит заголовок","","Fri Dec 12 05:14:06 UTC 2025","failed","Fri Dec 12 05:14:13 UTC 2025","Тест класс","example.spec.ts","",""
"","6738","Главная страница содержит заголовок","","Fri Dec 12 05:05:00 UTC 2025","failed","Fri Dec 12 05:05:07 UTC 2025","Тест класс","example.spec.ts","",""
"","7014","Главная страница содержит заголовок","","Fri Dec 12 05:08:05 UTC 2025","failed","Fri Dec 12 05:08:12 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6658","Главная страница содержит заголовок","","Fri Dec 12 05:06:55 UTC 2025","failed","Fri Dec 12 05:07:02 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7334","Главная страница содержит заголовок","","Fri Dec 12 05:00:13 UTC 2025","failed","Fri Dec 12 05:00:20 UTC 2025","Тест класс","example.spec.ts","",""
"","6823","Главная страница содержит заголовок","","Fri Dec 12 05:05:07 UTC 2025","failed","Fri Dec 12 05:05:14 UTC 2025","Тест класс","example.spec.ts","",""
"","1040","Главная страница содержит заголовок 2","","Fri Dec 12 05:01:28 UTC 2025","passed","Fri Dec 12 05:01:29 UTC 2025","Тест класс","example.spec.ts","",""
"","1065","Главная страница содержит заголовок 2","","Fri Dec 12 05:16:07 UTC 2025","passed","Fri Dec 12 05:16:09 UTC 2025","Тест класс","example.spec.ts","",""
"","7122","Главная страница содержит заголовок","","Fri Dec 12 05:12:34 UTC 2025","failed","Fri Dec 12 05:12:41 UTC 2025","Тест класс","example.spec.ts","",""
"","1464","Главная страница содержит заголовок 2","","Fri Dec 12 04:59:55 UTC 2025","passed","Fri Dec 12 04:59:56 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6944","Главная страница содержит заголовок","","Fri Dec 12 05:05:48 UTC 2025","failed","Fri Dec 12 05:05:55 UTC 2025","Тест класс","example.spec.ts","",""
"","612","Главная страница содержит заголовок 2","","Fri Dec 12 04:57:53 UTC 2025","passed","Fri Dec 12 04:57:53 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","6753","Главная страница содержит заголовок","","Fri Dec 12 05:14:03 UTC 2025","failed","Fri Dec 12 05:14:10 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","1007","Главная страница содержит заголовок 2","","Fri Dec 12 05:14:28 UTC 2025","passed","Fri Dec 12 05:14:29 UTC 2025","Тест класс","example.spec.ts","",""
"","7010","Главная страница содержит заголовок","","Fri Dec 12 05:13:17 UTC 2025","failed","Fri Dec 12 05:13:24 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","7161","Главная страница содержит заголовок","","Fri Dec 12 05:05:49 UTC 2025","failed","Fri Dec 12 05:05:56 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","907","Главная страница содержит заголовок 2","","Fri Dec 12 05:05:29 UTC 2025","passed","Fri Dec 12 05:05:30 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","814","Главная страница содержит заголовок 2","","Fri Dec 12 05:08:10 UTC 2025","passed","Fri Dec 12 05:08:11 UTC 2025","Тест класс","example.spec.ts","",""
"","7183","Главная страница содержит заголовок","","Fri Dec 12 04:58:36 UTC 2025","failed","Fri Dec 12 04:58:43 UTC 2025","Тест класс","example-diff.spec.ts","",""
