"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:50 UTC 2025","failed","Fri Dec 12 11:31:50 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","43","Главная страница содержит заголовок","","Fri Dec 12 11:31:36 UTC 2025","failed","Fri Dec 12 11:31:36 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","32","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:49 UTC 2025","failed","Fri Dec 12 11:31:49 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","39","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:40 UTC 2025","failed","Fri Dec 12 11:31:40 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","54","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:41 UTC 2025","failed","Fri Dec 12 11:31:41 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","66","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:30 UTC 2025","failed","Fri Dec 12 11:31:30 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","36","Главная страница содержит заголовок","","Fri Dec 12 11:31:25 UTC 2025","failed","Fri Dec 12 11:31:25 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","43","Главная страница содержит заголовок","","Fri Dec 12 11:31:25 UTC 2025","failed","Fri Dec 12 11:31:25 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","56","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:40 UTC 2025","failed","Fri Dec 12 11:31:40 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","61","Главная страница содержит заголовок","","Fri Dec 12 11:31:35 UTC 2025","failed","Fri Dec 12 11:31:35 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","94","Главная страница содержит заголовок","","Fri Dec 12 11:31:34 UTC 2025","failed","Fri Dec 12 11:31:35 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","36","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:49 UTC 2025","failed","Fri Dec 12 11:31:49 UTC 2025","Тест класс","example-diff.spec.ts","",""
"","47","Главная страница содержит заголовок 2","","Fri Dec 12 11:31:30 UTC 2025","failed","Fri Dec 12 11:31:31 UTC 2025","Тест класс","example-diff.spec.ts","",""
